Comment,Label,cluster
❤🔥🔥🔥,,0
"Kerenn sekalii, proudd❤",,0
"Bener-bener merinding nonton sampe akhir
Proud of you ka",,0
"Apkh ad yg sdar mlai dri menit ke 07:21 smpe habis progres chordnya mirip lagu Dream Theater ""Losing time"" 🔥",,0
"🥺spechless🤟🙌 .. 
Dirgahayu Indonesiaku 🇮🇩",,1
SELALU KERENNNNN!!!!! YANG DITUNGGU TIAP 17 AGUSTUS PASTINYA KARYA BANG ALFFY SIIIII,,0
kita cinta negeri ini meski suara kecil kita gak pernah di dengar sama kaum elit,,0
misalkan dibikin full movie gitu kayaknya bagus..yaa siapa tau bisa menyamai atau mendedkati avenger..kan bagus juga tuh..setuju gak??,,0
"keren banget sumpah demi apapun
bikin terharu
karya dari Anak Negeri ""Indonesia""",,0
Sangat Keren,,0
"Assalamualaikum saudara ku hormat dan ku cintai @Alffy Rev. Terima kasih banget karya terunggul yang bikin saya saudara dari Malaysia terasa haru dan menangis. Terasa seperti dekat dengan penceritaan sejarah Republik Indonesia. Bro fir bangga jadi tetangga NKRI. Pengorbanan pejuang dan pahlawan Indonesia yang telah pertaruh nyawa untuk sebuah kemerdekaan. ❤❤❤❤ Dirgahayu Republik Indonesia ke-79 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩

#TheGuardianOfNusantara",,1
"dewanya lagu sesungguhnya adalah yg melambngkan isi dari perjuangan garuda, MERDEKAAA🔥🔥🔥",,0
"Baru 1 hari upload tapi dah ratusan ribu, itulah karya anda bang saya pun suka keren",,0
"terimakasih untuk kerjakeras dan karya terbaik yang dibuat,  kami menunggu perjalanan selanjutnya... Jangan lelah untuk berkarya 🙏",,0
Istimewa sih ini,,0
Tempat Garuda ada dipapua kabupaten Kaimana kampung Lobo. Sejarah besar yang belum banyak diketahui orang Indonesia. Bahkan nenek moyang kita bercerita orang Belanda membunuh Garuda dan membawa bangkainya ke Belanda. Ada sisa sejarah namun hanya orang leluhur yang tau tempatnya,,0
Kenapa Once Ya😢?????,,0
Keren animasinya,,0
kayak nonton filem huliut,,0
Udah Putar berkali2. Candu banget ama 2 part sansekerta nya,,0
keren banget,,0
"Bangsa yang tidak pernah lupa akan sejarah dan jasa para pahlawannya adalah bangsa yang besar.
#INDONESIA❤",,0
"Bang Karyamu selalu buat aku merinding bang bangga kami benar benar bangga, terus semangat bang, terus ciptakan karya karya indah dan menyentuh hati penikmatnya🎉🎉",,0
"Tiada kata yg bisa kuucap ksn, selai banggga dan hebat atas karya mu..sebagau kado HUT kemerdekaan Indonesia ke 79.terimakasih dan merdeka...",,0
"Keren banget mas dan tim. Walaupun secara pribadi lebih suka yang tahun lalu. Karena lebih balance antara musik, lirik, visual dan jalan cerita..

Tapi yang ini... Mas Rev tetep ngga pernah gagal bikin gue merinding dan nangis",,0
"Congrats!!!!! Never fails to make me cry!!!!! Bangga banget akan karya anak bangsa. Bangga banget jd bagian dr bangsa Indonesia. NKRI harga mati!!!! Lestarikan budaya Indonesia, lestarikan kebhinnekaan Indonesia! Jangan mau dipecah belah siapapun. Amazing work!",,0
"kereennn...karya yg luar biasa,Sukses selalu mas Alffy ❤",,1
Happy independence day Indonesia 🔥🔥🔥,,0
Satu yg kurang dari video ini tidak adanya bendera Indonesia yg di tampilkan,,0
DIRGAHAYU INDONESIA,,1
Merinding bgt nontonnya ya Allah,,0
Kereen seakan2 pantasi penikmat menjelajah ke jaman dahulu keperkasaan garuda❤,,0
Pecahhhhhh🔥🔥,,0
"Kesannya seperti menyembah burung garuda , ini sebuah kemusryikan",,0
"Gila keren banget, menakjubkan💕😍",,0
Selalu membuat merinding! Keep up the good work ❤😍,,0
Terus kamu gitu yg isi vocal?,,0
Gass #1 Di trendingg🥳🥳,,0
Kereeen banget❤❤,,0
❤❤❤,,0
Respek,,0
Kerennnnn,,0
"Dirgahayu Indonesiaku, karya yang sangat amazing dan sebuah kado yang indah",,1
SUMPAH INI MENYENTUHH BANGETT,,0
Nusantara is rising ❤️🇲🇨🔥,,0
Bangga jadi orang indonesia merinding dan terharu jaya lah terus indonesia ku,,0
Ayolah trending 1 masa kalah sama konten sebelah gga jelas,,0
Bukan hanya sekedar tontonan.. ini tuntunan yang apik dan epic serta punya spirit... tidak pernah gagal dalam  berkarya.. Semangat Alffy dan Team.. 👍👍👍,,0
"Karya yang sangat luar biasa, melestarikan budaya dengan teknologi dalam menghadirkan cerita yg dramatis dan  menakjubkan. Terima kasih para tim dibalik ini semua, memberikan tontonan  untuk mengunggah jiwa lebih menjunjung tinggi cinta Tanah Air. Dirgahayu Indonesiaku yg Ke 79 !",,1
"Dirgahayu Indonesiaku
Nusantara baru
Indonesia maju 🇮🇩",,1
Kawal Terus Sampai mendunia 🎉,,0
Dirgahayau Indonesiaku #79 #Guardian_Nusantara❤❤❤❤❤,,0
Karya anak bangsa keren!!! Luar biasa!! Merinding!!!!,,1
IHH KEREN LHO INIIIIIII😭❤,,0
Ya allah Bangga bnget Liat karya nya sampe nangis aku ❤,,0
"Yang bawa-bawa nama Indonesia buat ngalahin Mr bizzz nangis dipojokan. 

Dirgahayu Nusantara republik Indonesia 🎉🎉🎉🎉🎉🎉🎉🎉🎉",,1
kereeeennnnnn,,0
yg ga jelas yg mana bang ? sy pingin lihat juga.. pingin gw komen.. wkwkwkw,,0
Kakkkkk Luar biasaaa yang selalu di tunggu tunggu tiap HUT RI❤❤,,0
Terharu banget…keren😭❤,,0
keren banget merinding!!,,0
"Baru liat openingnya aja udah merinding,Dirgahayu Indonesiaku❤Jayalah Nusantaraku🙏",,0
"Gak pernah gak merinding kalau lihat karyanya kak Alffy&team,terharu bangeet kereen parah",,0
"Takjub, Bangga, Merinding, Sedih, semua menyatu saat melihat karya persembahan dari Bg Alffy dkk.
Semoga Merdekanya Indonesia bukan hanya sekedar kata tanpa makna. Mari kita jaga Nusantara kita. 🙏",,0
greatttt,,0
7:20 merinding😮😮wuuuhh😮😮,,0
"Karya yang luar biasa, Dirgahayu Indonesiaku ❤",,1
Bagus nih klu d buat film efeknya keren,,0
Semoga sang pewaris ygbdi sebutkan dalam lagu adalah sang pemimpin yg sekarang akan melanjutkan kinerja pemimpin terdahulu dan membawa indonesia makin maju dan bermartabat,,0
"Tidak dipungkiri Novia Bachmid sudah melekat di karya karya Alffy Rev seperti ini, apalagi sekarang ditambah suaranya Once Mekel tambah keren",,0
seperti biasa selalu mahal dan berkelas alffy ref,,0
"Merinding banget, sukses selalu buat kalian❤❤",,0
"Beberapa saran saja sih : Aktornya Kurang Charming, Pengulangan Buyung2  gemuk yang terbang (sudah pernah di wonderfull Indonesia 2), Penyanyinya Once Mikel entahlah apa Lagunya yang kurang membuat bisa populer dan di ingat Masyarakat, ataukah Singernya yang nada musiknya terbatas.",,0
Fix sih...ini karya paling membanggakan milik indonesia .... Indonesia Merdeka!! 🇮🇩🇮🇩,,0
"Aku ngebayangin Atlantis itu benar adanya dengan visual seperti ini 

Marvel tolong liat ini ❤",,0
Keren,,0
"Aku ngebayangin Atlantis itu benar adanya dengan visual seperti ini 

Marvel tolong liat ini ❤",,0
Luar biasaa,,1
"Adanya burung bukan sekedar pengulangan kak ☺️ tapi memiliki makna yg saling berkesinambungan dari rangkaian Wonderland Indonesia 1,2 sampai 3 nanti.",,0
Dari awal udah dibikin merinding pertengahan dibikin nangis saking apiknya terakhir dibikin terpesona,,0
"Sumpah,keren...❤",,0
merinding saya ka..masya allah,,0
"Terimakasih ka alffy, gilak gk berasa nangis nntn ini.. apalagi pas part opening sma part novia merinding.. tiba2 berlinang air mata aj..",,0
"Oh yes, ini adalah karya Visual yang Luar Biasa. Bagaimana ini bisa tercipta. Ya karena kecintaannya atas negri ini, bagaimana feel nya begitu terasa, Ya karena kita ada di kisah jejak nusantara ini, nenek moyang kita bahu membahu dan menjaga kehormatan tanah airnya, duduk tak tertepis di budaya kebanggaannya, tak kan bergeser sedikitpun rasa bangga akan leluhurnya, begitu juga kita seharusnya.  Terima kasih sang Jiwa Nusantara yang selalu ada di dalam hati kita masing masing. Terima kasih untuk semua team terlibat video epic ini. Apresiasi adalah harga tertinggi yang bisa kita berikan untuk mereka ini. Jaya terus negri tanah tercinta",,0
Udah sy tonton tapi isinya TIDAK BER NUSANTARA..kesannya indonesia punya jawa & hindu... Doktrin media untuk mengkerdilkan islam lebih tepatnya... Yg punya ide tumpul ini saran saya kl mau bikin bertema nusantara main2 lah kluar dr pulau jawa... Baru bikin konten,,0
Bangga banget...terima kasih buat yg membuat film ini dan semua crew yg terlibat❤,,0
menyala abang kuh,,0
AKSKGYKM.... KEREN !!!,,0
Masyyallah Benar2... nyata karya Anak Bangsa Nusantara ❤,,0
"Bangga sebagai bangsa Indonesia punya karya yg sebagus ini,.  ❤❤❤  Indonesia maju",,1
Narasi prolog nya mengingatkan pada film pendek 1001 inventions Ibn Al-Haytham. Zaman penuh cahaya ilmu pengetahuan.,,0
Kerennnnn,,0
The best banget ydah stara internasional bagus kl di buat film,,0
Tidak ada komodo kah? Dari wonderland di tunggu te ada 😭,,0
Merinding sumpahh,,0
"bulatkan tekad, musnahkan perusak demokrasi, mari bertekat perkuat demokrasi, singkirkan politik dinasti, siapapun pelakunya mari bersama2 kita singkirkan, yang telah bersusah payah kita bangun kembali sejak 1998, jangan sampai runruh kembali",,0
Garuda di dadaku ❤❤❤,,0
HARUS TRENDING 😢,,0
"kacaww, ini keren mampus!!!",,0
"Sukses slalu Alffy and Team..
Terima Kasih sdh memberi contoh kpd Anak Muda bgmn berkarya untuk Negeri ini. Lewat Karya kalian sy yakin mampu menumbuhkan Jiwa Nasionalisme mereka yg sedang di titik terendahnya.. 🔥🇲🇨",,0
"merinding, haru, bangga !!! aku bakal bawakan vidio ini untuk refleksi pembelajaran di dalam kelas (izin bang alvy), bukan tentang mapel ku (seni) tapi tentang rasa rindu yg tersampaikan, sebagaimana identitas nusantara kita & seisinya itu begini. terimakasih bang alvy, mama linka & all team 🥰 btw takbir terus gua nonton nya !!!❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥ngacung yg ngetik komen masih sesenggukan 😿😹",,0
Kereeeen bgt,,0
"Selamat buat kak Alffy dan semua bala tentaranya yang telah memperlihatkan sosok besar ""garuda"". 
Panjang umur persatuan.",,0
❤❤❤,,0
"Aaaaa sumpah ini sangat membanggakan, keren bangeetttt🔥🔥🔥",,0
Widih keren❤❤❤❤👍👍😍🥰,,0
Luar biasa memang su api wi,,1
Wahai pemimpinku jadilah garuda,,0
Merinding nontonnya...🇮🇩🤍,,0
Naga adalah tantangan global  dan berharap pemimpin seperti garuda,,0
kkereeeeeeeeeeeeennnnnnnnnnnnnnnnnnn,,0
Sapa yg taruh bawang di video inii😭😭,,0
Wooooooooo😮😮😮,,0
Keren banget Ampe merinding 🥹🥹,,0
"MasyaAllah, mengikuti Karya Alffy dri Wonderland 1 sampai skrg.. krn karyanya, sy dgn sengaja mengajak suami dan anak Liburan ke Bali dan mengunjungi Taman Dadari.. sbg seorang yg Cintanya Luar Biasa untuk Negeri.. sy slalu suka, slalu merinding, slalu menangis melihat karyanya. Kdang terbesit dlm hati yg mngkin mustahil terjadi, ingin rasanya suatu saat saya atau anak sy bisa ikut terlibat dlm project sperti ini dgn suka rela misal sepintas jdi org2 yg jdi model videonya 🥹",,0
🔥🔥🔥🔥🔥,,0
😱,,0
Karya yang ngak pernah gagal 🎉❤,,0
Mantap seperti film thailand😊,,0
"Is the best bro alffy rev, patenlah , top markotop atas karya yg sangat diluar nulur.👍👍",,0
👏👏👏👏👏👏👏👍👍👍👍 keren 👏👏👏 Ya Allah jadikan bumi indonesia aman sentosa 🤲 aamiin,,0
"luar biasa.. AI tidak bisa membuat lagu begini.. klo bisa mungkin puluhan tahun kemudian, meskipun AI berkembang pesat..",,0
"Ayo dong bantu trending ,",,0
"merinding pol sepanjang video, keren maju terus anak bangsa🔥🔥🔥",,0
Merinding + terharu❤❤,,0
Amazing beud nih karya!! Berkarya bener² slalu dari Hati sehingga juga pasti nyampenya ke Hati!! ❤🇲🇨👏,,0
"Dirgahayu RI ke-79❤senang sekali rasanya melihat karya mas Alffy yang begitu menakjubkan❤ ditengah2 kondisi Indonesia yang sekarang, semoga kedepannya Indonesia makin sejahtera, bersatu dng kebhinekaannya tidak terpecah belah. Sekali merdeka tetap merdeka!!😊😊",,1
Bangga jadi orang indonesia❤,,0
Sudah kaya god of warnya Santa Monica terlalu kereeennn,,0
Karya anak bangsa yg cerdas dan luar biasa,,1
"Gapernah gagal🔥🔥🔥
Tiap taun pasti nungguin karya kemerdekaan dari mas Alffy",,0
keren bgtt bjirrrr,,0
Gabisaaa..!!! Ini terlalu keren.. merinding woy 😭😭😭,,0
Alfly bikin Vidio clip ngak pernah gagal. Salut bangga,,0
Merinding...,,0
Does anyone wear toketa?😂,,0
Baru sadar garuda Pancasila adalah bodyguard kita. Keren kali si Eagle ini. Love you Burung Garuda Pancasila.,,0
Yg ditunggu tunggu karyanya stiap 17an,,0
Kerenn bangett nihh,,0
Iklannya gak di skip ya karna saya menghargai karya kalian 🎉,,0
"Kembalikan NUSANTARA kuuuu, Nirwana Nusantara jaya....🥺🥺🥺🙏🙏🙏",,0
Semoga sukses,,0
"Selalu bangga dengan NUSANTARA, Terus berkarya dan terbang tinggi seperti sang Garuda",,0
Trending 😢😢🎉❤,,0
Karya mahal,,0
MasyaAllah negriku nusantara 🥰😇❤,,0
"Terimakasih atas karya nya, merinding dan bangga sekali menjadi warga Indonesia, mengingat untuk bisa hidup setenang sekarang banyak sekali yang dikorbankan para pahlawan kita ❤️",,0
"terima kasih Allfy Rev dan Tim Kalian Membakar semangat Nasionalisme Kami, Semakin kuat dan bangga akan negeri ini.",,0
ini kerennn luar biasa,,1
Kerennnnnnn ❤,,0
"Garuda selayaknya garuda, bkn gagak apalagi kelelawar.",,0
Nangissss nnton nya😢 Bangga bgt. Garuda ku❤,,0
"Entah itu mitos ataupun fakta, tpi saya bangga garuda telah menjada bumi nusantara kita yg tercinta",,0
Merinding...,,0
Merinding ❤...keren kak,,0
bagus nih semisal di bikin film tentang nusantara dan ditayangkan di bioskop,,0
😢😢😢😢😢 hebat banget,,0
Bagus banget,,0
Wow..!!,,0
"Dirgahayu Kemerdekaan RI ke 79, dan seperti biasa karya bang alffy selalu diluar ekseptasi",,1
"Langsung nangis pecah waktu bagian tuan sujiwo tedja mulai muncul di screentime. Ayo Indonesia dan orang-orangnya pulih. jaga adat sopan santu, jaga etika dan persatuan negara ini, sayangi alam yang memberimu penghidupan, tolong sangat para asn dan pejabat hentikan korupsi keserakahan kalian. ini negara milik semua tumpah darah rakyat, bukan golongan kalian semata!!!",,0
Merinding😢😢😢,,0
Dirgahayu NKRI ke 79. Bangga menjadi warga Nusantara. Marilah kita sll jaga Nusantara. Meski kita berbeda suku dan agama tp kita adalah satu sebagai  kesatuan yg besar. Jayalah selalu Nusantara.,,0
Nirmala Nusantara,,0
"ONCE BANGET, PRODUK ASLI SUARA NUSANTARA .... MERDEKA",,0
Jasmerah,,0
wajib ini dibuatkan film....keren paraaahhh,,0
"Aku terharu pas liat ini berasa sampe pesannya ke aku. Kak Alffy keren banget, Bangga jadi org Indonesia! 🇮🇩",,0
Banggai dengan karya yang ini... Congrad ❤❤❤❤❤,,0
Sukses nusantara... Merdeka🇮🇩🇮🇩🇮🇩,,0
"kalau dari dulu nama NUSANTARA dipke menjadi nama bangsa & negara, dari dulu negara ini sudah jd NEGARA MAJU. 
#NUSANTARA TELAH TIBA
#Tak Ada Yg bs Membendungnya 
#🦅🇮🇩🌟",,0
allahuakbarrr!!..ya allah jagalah selalu bangsa ini..,,0
like nya harus banyak si ini,,0
Terima kasih untuk karya yang sangat luar biasa ini❤❤❤❤. MERDEKA!!!🇮🇩🇮🇩🇮🇩,,1
Dibalik seorang alffy rev dan team yang berbakat.terdapat doa ibunya yang sangat hebat.,,0
Menyala Indonesia ku ❤,,0
"Coba Kak alfy  bikin film kolosal pasti bakal booming deh, soalny berasa nyata",,0
"Cuma 1 kata ""BANGGA""",,0
Keren banget 😊❤,,0
"tiap hari tak puter terus g bosen bosen, keren pokoknya bang",,0
mengharukan,,0
Kereeeeeeeeeeeeeeeeeeeeeeeeeeen Luaaaaar biasa sukses sehat selamet,,0
Dibikin film bioskop nya dongggg.... Keren ini.... 😢,,0
"Seandainya yang nyanyi bagian awal part Once itu Bu Yenny anaknya Gus Dur, pasti merinding banget. Getaran suara ibu itu keren bgt pas duet sama Once di lagu Untuk Indonesia.",,0
Mari kita trending 1,,0
Sumpah keren banget 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅,,0
Kita share ke group group wa kita kawan..kita buat tranding 1,,0
Dirgahayu Republik Indonesia yang ke 79🇮🇩,,1
MENYALA NUSANTARA BARU 🔥🔥🔥🔥,,0
Siap Kawal Sampee Trending#1🔥🙌🏻,,0
Merinding disko,,0
Keren bgtttt😭😭😭😭,,0
Merinding denger tiap liriknya😢,,0
BHINEKA TUNGGAL IKA kok tim paskibra ga boleh berhijab.. biar SERAGAM katanya.,,0
Kalian gak pernah gagal untuk membuat karya yg luar biasa ❤❤❤❤❤❤,,1
sembah nuwun cak alffy_rev,,0
GARUDA ❤❤,,0
Bagusss banget,,0
menangisss😭😭😭,,0
Merindiiiiing partnya once,,0
Keren banget,,0
gua liat garuda pas mau muncul ke inget titik 0 ikn😂😂😂jadi pengen nangis😂😂😂,,0
"Terima kasih yah masih mau buat karya yg keren bgt kek gini ❤, aku tunggu buat tahun depannya 🎉😂🥰",,0
EDAN!  alffy ga ada obat !!!!!!!!!!!!!!,,0
Alffy rev ga pernah mengecewakan dalam membuat karya.... Terutama karya saat merayakan hari kemerdekaan tak terbayang berapa lama dan berapa keras perjuangan mereka dalam membuat vidio ini sukses selalu alffy rev dan semua kru yg ikut terlibat dalam pembuatan vidio ini,,0
"Seperti prediksi jayabaya kelak  Nusantara akan kembali menyatu dan kembali kepada kejayaan nya, kenyataan itu semakin dekat nama Nusantara sudah menjadi nama ibukota negara kepulauan terbesar kelak negara2 yang dahulu bagian dari Nusantara akan menyatu kembali",,0
"Banggalah menjadi Warga Indonesia, tanah tumpah darah warisan leluhur Nusantara. Mari sanjung dan mulyakan leluhur kita, bukan leluhur bangsa lain.Bangsa kita adalah bangsa yg agung dengan ajarannya yg penuh cinta kasih. Jayalah Negeri Nusantara dibawah naungan ""Pancasila dan Sesanti Bhineka Tunggl Ika"".",,0
"Dirgahayu indonesia ku negeri tercinta, salam rindu dari negeri beton hongkong .",,0
"keren bangettt woiiii karya anak bangsa setara film2 hollywood!!!
kalian yg suka film2 kaya jumanji dan film2 explorer lainnya plisss kalo indonesia pasti sebagus ini!!!!",,0
👏👏👏👏👏,,0
"Tranding 4, mantap",,0
Ntah kenapa tiap kali dengar lagu-lagu yang berbau Nusantara ngga pernah ngga nangis 😭😭,,0
The Master Piece❤,,0
"Bayangin klo yg vo nya ""peter cullen"" nya optimus prime",,0
"karya yang sangat di tunggu tunggu banget…. terimakasih selalu memberikan karya terbaik untuk INDONESIA… btw 7:22 nada ini saya jadi tergiang sama musik dream theater yg overture six degree of inner turbulence mungkin hanya terngiang2 saja sih ya… tapi ini jujur karya yang sangat bagus, saya nonton full resolusi dan pakai speaker besar… gilak mewaaaaaaaah dan memukau tata suara dan gambar nya.",,0
Ular naga itu memaknai ttg apa?,,0
GG sampai menetes air mata ❤❤❤❤❤❤❤❤,,0
"Kerennnnnnnnnmnnmnnn
4jempol 👍👍👍👍",,0
Gila keren banget,,0
Dirgahayu indonesiaku... jayalah negriku,,1
"Nusantara ku akan bangkit sesuai dengan kata sabdapalon nagih janji ..
Buktinya banyak candi dan arca mulai terlihat .
Andaikan Majapahit tidak runtuh bahasa kita bukan bahasa Indonesia dan huruf kita pasti pake aksara seperti tailand .burma.myarmar.laos .😢😢😢😢
Sayangnya hancur karna perselisihan antar agama 😂😂dl
Dan sampai skarang budaya perselisihan antar umat di lestarikan .😢😢",,0
Luar biasa buatan Indonesia,,1
MasyaAllah karyanya selalu membuat takjub ❤sukses selalu untuk Alfy Revv dan Timnya.,,0
Ini dia kisah pak persiden kita pak jokowi perjuangan nya untuk membangun ikn dan istana negara,,0
Karya ini membuatku lebih mencintai Negara dan bangsa Indonesia ku.,,0
Garuda Merdeka,,0
Kenapa bisa enggak tranding 1. Gimana ini indinesiaaaa😢😢,,0
Mini movie ❤,,0
seperti biasa karya2nya @Alffy_rev luar biasa,,1
Wow amazing 😢🎉,,0
yanh di tunggu tunggu,,0
"Merinding dari awal sampai akhir

06:22 Pas Om Sudjiwo Tejo bicara dan diperlihatkan berbagai suku di Indonesia bikin mewek 😭 Bhineka Tunggal Ika ❤",,0
"Waaw amazing mas, terus berkarya untuk Indonesia.",,0
Selalu terharu tiap liat karya Kak Alffy 🥺. Tuhan....lindungi Negeri ini dari orang* serakah....semoga masih ada Pemimpin Negeri yang kelak akan memakmurkan Negeri ini demi hidup rakyat yang lebih baik 🙏. Dirgahayu Negeri Tercintaku ❤️,,0
SUPEERRB!!!,,0
"Opening 
Tomorrowland 2011 banget",,0
Mantappp...🔥🔥🔥,,0
"Guys Alvy Reff drops new video, time to make reaction videos 🥶😱😱😱🥶😱🥶🤯🤯🤯",,0
"selalu merinding liat karya alffy tentang  indonesia, kerennn banget",,0
"salutt, bangga, terharuu, sama anak muda satu ini, Peduli dengan Indonesia, ini baru konten yang Mendidik",,0
Kreennn👍👍🇮🇩,,0
Ini baru mahakarya menyala bli..@alffy_rev,,0
"ini keren bgt, terus berkarya @alffy_rev",,0
"Ini  baru namanya karya dan karya anak bangsa patut diacungi jempol dan mendunia, goodjob maa alffy rev lanjutan terus karyamu sampe seluruh dunia mengenalmu dan negri tercinta kita ini ❤",,0
Selalu keren 🔥,,0
"Terharu dan menangis,sangat menyentuh tentang sebuah perjalanan yg disebut Nusantara,Garuda,Bhineka yg Ika.",,0
"maha karya anak bangsa yang menggetarkan jiwa dan raga allah huakbar merdeka indonesia ku 
bagi saya tiada negara yang seindah indonesia",,0
Gilaaak karya yang keren banget sih ini sumpah. Karya yang sangat bermutu dan berkualitas 🔥,,0
Jadi Gak Sabar Pengen Nonton Behind The Scene nya The Guardian of Nusantara,,0
Bisa ga sih tampil di seluruh bioskop Indonesia bagus bangeett❤❤❤,,0
kereeennnn,,0
GOOD JOB.. SALUT...  AMAZING...,,0
"Selalu keren, menggugah semangat NKRI,,, BRAVO  Alfy_Rev 🔥🔥🔥",,0
Buat film bagus,,0
Merindinggggggggggg kerennn❤❤❤❤,,0
"Yajurveda Ch. 32 V. 3 menyatakan bahawa tidak ada rupa bagi Tuhan, Dia tidak pernah dilahirkan, Dia yang berhak disembah.

- Yajurveda Ch. 40 V. 8 menyatakan bahawa Tuhan tidak berbentuk dan dia suci.

- Yajurveda Ch. 40 V. 9 menyatakan bahawa “Andhatma pravishanti” ertinya memasuki, dan “assambhuti” ertinya benda/alam seperti api, air, dan udara. Maksudnya mereka yang menyembah benda/alam spt api, air, udara, telah masuk kedalam kegelapan.

- Atharvaveda Bk. 20 Hymn 58 V. 3 menyatakan bahawa sesungguhnya Tuhan itu Maha Besar
- Pada Rigveda yg dianggap paling suci, pada Rigveda Bk. 1 Hymn 64. V. 46 dinyatakan : Tuhan itu Maha Esa, panggillah Dia dengan berbagai nama (Didalam Islam juga ada 99 nama untuk Tuhan yang satu).

- Juga diulangi pada Rigveda Bk. 10 Hymn 114 V. 5 menyatakan Tuhan itu satu tapi Dia disebut dengan berbagai-bagai nama.

- Pada Rigveda Bk. 2 Hlmn 1 menyatakan bahawa ada 33 nama yg ditujukan pada Tuhan, diantaranya :
1) Rigveda Bk. 2 Hymn 1 V. 3 : Brahama (pencipta), bahasa arabnya Kholiq.",,0
Selalu dibuat terpukau dengan karyanyaa bang alfy🇮🇩🇮🇩🥹🥹,,0
Karya yang luar biasa...🔥🔥🔥🔥,,1
Alffy delivers another visual “MASTERPIECE” about his Beautiful Country INDONESIA 🇮🇩.  🤍✨🙏🏽 CA/USA    Happy 79th !!,,0
"Dirgahayu Republik Indonesia ke 79

MERDEKA...!",,1
"Yaman gak diajak ya, gaada yaman pasti nusantara sudah bersatu dan budaya leluhur asri terjaga, ayo bangkitkan nusantara dan tegakan budaya leluhur nusantara kembali, kita bersatu dan lawan yaman perusak nusantara dan persatuan nusantara.",,0
"Aku Bangga Terlahir Dari Bumi Minangkabau, Indonesia",,0
Asli gg,,0
"Gk pernah gagal sih alffy buat kita takjub
Keren bingit",,0
Nusa Antara❤,,0
Nangis haru liat hasil karyanya Alffy dan team. Sukses dan semangat terus untuk berkarya,,0
"Gua nangis liatnya.. Semoga damai abadi, nusantara!!😇😇😊",,0
"Mau nanya penasaran, apakah ini nyambung sama yg chapter 2? Kalo iya bukankah cewe guardiannya..Ajeng?",,0
Mau nangis.....bagus bgt....keren bgt....indah bgt...MERDEKA ❤,,0
"terharu dan sangat bangga, dan terima kasih juga sudah memasukkan pahlawan kami kota pontianak sang perancang Garuda Pancasila meski saat ini belum di akui sebagai pahlawan nasional, tapi kami warga kalimantan khusus nya Pontianak sangat bangga dengan beliau, ❤",,0
"fibesnya house of dragon,,,, garudarider",,0
"Please ayo goes to T1, terlalu bagus inisi !!",,0
Keren sih ini 🫡🔥🔥🔥,,0
"Dirgahayu Republik Indonesia yang ke 79, sampe merinding liat karyanya",,1
"Yo trendingkan biar nomor satu, karya yang sangat syarat makna. aneka kebudayaan dalam satu frame yang luarbiasa. ❤❤❤❤",,0
❤❤❤❤❤❤,,0
aaaaa ini baguss bangeeeettt,,0
"keren, saya merinding, ini sangat keren",,0
GOOOKKSSSSS!!!!! 🔥🔥🔥,,0
"Masya Alloh.... Ini Candi Sukuh ya... Lama ndak ke Karanganyar, jadi terobati sama Scene ini....",,0
MERINDINGGG!!!! INI KEREN BGTTTTTTTT BEJIIIRRRRR😭😭😭🔥🔥🔥,,0
"Merinding, merasa sangat bangga dengan negara ini, begitu kaya dengan berbagai budaya, suku yang dimiliki ❤ thankyou kak Alffy membuat karya sebagus ini 😊",,0
Yang auto jantungnya berdebar-debar dan matanya berkaca kaca nonton video ini. Sini ngumpul. 💪💪🥹🥹,,0
tutor dong bang,,0
Merinding kerenn bgtt bgt,,0
Merinding kerenn bgtt bgt,,0
Sangat bagus sekali. Salut buat  anak bangsa yg mengharumkan nama bangsanya. Ini dibuat film seperti avatar bagus👍👍,,0
Luar biasa merinding 😢😢,,1
Teruskan karya 2 mu pertahankan musik tradisional nya 👍👍👍👍,,0
Andai ya film laga Indonesia tuh kayak gini,,0
Jadi merasa baru Merdeka 😊❤💪🇮🇩🙏,,0
Bangga,,0
Dirgahayu Republik Indonesia 79 th 🇲🇨🇲🇨🇲🇨,,1
"Gini doang??? 


Keren parahh woyyyy :')",,0
"wuooww.,..
hanya satu kalimat..
lluuuuaarrr biàaasssaaa..",,0
🔥🔥🔥🔥🔥🔥,,0
Karya Alffy Rev wiith all team ga pernah gagal buat bangga dan merinding untuk semua yg menontonnya di hari special Kemerdekaan Indonesia tepat di tanggal 17 Agustus❤❤❤ #Karya Anak Bangsa Kualitas Dunia,,0
Keren banget sih,,0
"Nah ini mantap skali 100% original indonesia bgni, tdk ada arab arabnya",,0
🎉🎉🎉🎉🎉🎉🎉 manteeep poooool,,0
Gw banget🥺🥰,,0
Saya 🥺,,0
Aku kak🤩.. Ka Alffy Rev bikin video keren2 semua,,0
Selalu keren ga pernah gagal,,0
Merasakan udara yg segar dari pesona negeri Indonesia setelah melihat video ini 😍,,0
gua sampe nangis brow,,0
"sama bangettt, berkaca kaca mata ini 🥹🥹😢😢",,0
