Comment,Label,cluster
Garuda,,0
Merinding menangis ❤ terbaik,,0
Nangis keren bgttttt,,0
real seniman modern,,0
KEREN 😢❤❤,,0
"Udah kek nonton Avatar the last airbender, keren kakak... salam bhinneka tunggal Ika ✌️",,0
AWAS DIKLAIM BA'ALWI HABIB PALSU PENGHIANAT INDONESIA,,0
Merinding nonton nya... awesome 🤩,,0
"gw tonton sampe credit berakhir. keren, semua yg terlibat diapresiasi dalam credit. karya hebat tercipta karena kerjasama semua pihak.",,0
"Asli merinding ❤❤karya anak bangsa spektakuler
Bangga menjadi warisan anak negeri https://youtu.be/YEc761jpO-E?si=Je_eK4JASuR5q_PE",,0
Karya anak bangsa yang LUAR BIASA,,1
"KAMI BANGSA YANG BESAR, KAMI PEMUDA PEMUDI NUSANTARA",,0
Sya org malaysia juga tumpang merasa bangga dgn negara indonesia yang sangat hebat orang2 nya baik. Lagi pula dgn perkenalan di dalam lagu ini ttg jati teguh nya anak2 indonesia. Terbaik,,0
"Pesona bali memang masih luar biasa ...,mantap bli",,0
Kereen buangeet ❤❤❤❤❤,,0
Videonya ka alfie selalu bikin menitihkan air mata :'),,0
"Kereeeen, di menit pertama langsung aku like... Pd akhir video malah netes air mata... Lanjutkan ❤",,0
"Merinding, terharu, karya yang luar biasa 🇮🇩🥺",,1
keren banget,,0
Mantap 💪,,0
Wow,,0
MasyaAlloh gak kerasa sampe netesin air mata... Dalem banget maknanya pas momen semuanya nunduk ke Sang Garuda ❤😭,,0
"Jujur ini bagus banget dan bikin q terharu gk pernah bosen untuk nontonya, lanjutkan karya karya terbaikmu Alffy Rev",,0
kerennnn:medal-yellow-first-red:,,0
"Andai dbuatkan Film ""Guardians Of Nusantara"".",,0
Terimakasih suka lagunya,,0
Bangsa pewaris dari Majapahit telah lahir kembali.penyatuhan Nusantara yg d cetus Patih Gajahmada.salam Rahayu,,0
Salam Nasionalisme Bang Alffy 🇮🇩🥲,,0
Kereeeeeeeeeeenn kaliiiiii,,0
Gila merinding saya ntn,,0
terimakasih atas karya yg agung sesuai keagungan nusantara,,0
I'm from Malaysia.. so brilliant this masterpiece,,0
❤❤❤,,0
Bangga❤,,0
😭😭bagus banget kerennnnn,,0
Hebaaaaaat dn luar biasa Indonesia Nusntara❤❤❤,,1
TERIMA KASIH telah menghadirkan karya yang begitu indah.. semoga semakin sukses kedepannya 💪,,0
"Nggak biss bsyangin kalau indo bikin film tentang kejayasn msjapahit drngan menggunakan animasi2 kelas dunia,",,0
Keren..perwujudan impian anak negeri. Menunggu dg sabar kapan garuda akan menaklukkan para naga dan kembalinya hadir sang pemimpin adil yg dicintai dan mencintai rakyatnya.,,0
Keren banget sumpah,,0
"PLISSS BERIKAN PROJECT FILM UNTUK TIM INI!!!! bakalan keren bngettt. CGI, grafis, wrna video, dah mantap jadi Film. Nnti filmnya genre Fantasy, Adventure, Action. Bakallll keren banget dn pstii bisa tembus ke inter klau gini sihhhhh🔥🔥🔥🔥🔥",,0
berulah lg si alffy 🔥,,0
Menyala Garudaku🔥🔥,,0
KEREEENNN👍👍👍,,0
mantap,,0
Karya yang indah ❤🇮🇩,,0
Merinding bolo,,0
Novia andalan 🔥🔥🔥,,0
Keren banget❤✨,,0
Merdeka INDONESIA KU❤,,1
The best movies ❤🎉,,0
"Kayak Film Marjan, 1 tahun sekali. Tapi keren²❤❤❤",,0
Bro who let them cook?🔥🔥,,0
Bagus,,0
"ada beberapa karya alffy sebelumnya dengan tema yang tidak jauh beda dgn video ini
di video ini seperti mengulang video sebelumnya,menjelaskan tentang indonesia itu seperti apa,bkn tdk suka dgn karya karya sperti ini tapi indonesia ini luas dengan banyak ceritanya,1 tema dua video,tapi terimakasih atas semua karya karya mu,ayo kita lebih maju lagi lebih mengenal indonesia lagi.",,0
Keren abis,,0
Akhirnya sang Garuda muncul juga 🎉,,0
Sumpah ini keren banget dan gue merinding sepanjang menontonnya. alfy rev gapernah gagal dalam berkarya.. terimakasih  dari kami rakyat Indonesia🇮🇩,,0
Gilaaaaaaaaaaaaaa gilaaaaaaaa,,0
Buat video nggak main2,,0
❤❤❤❤❤,,0
Merindingggggg nontonnya !!! 😢❤,,0
"Kami bangga kepadamu Alffy...

Teruslah berkarya... Mata Dunia sedang tertuju kepada Nusantara tercinta ini...

Terima kasih Indonesia yang telah melahirkan anak hebat Indonesia yang satu ini.

MERDEKA!!!",,0
"Bangsa Indonesia keluar semua Woyy kok yang nonton cuma 1,9jt bangsa kita ada 365jt lebih",,0
Masya allah kerrn banget 😢 kayak asliiiii 🎉🎉,,0
peak CGI,,0
Mereka lebih suka industri industri dari luar bang🥹,,0
 @rizalfahmi5970 😢 padahal ini setara level dunia lo,,0
"sepanjang video merinding liat Nya, this is an amazing work",,0
Jujur sih buat Efek CGI-nya udah lumayan banget. Koreksi buat efek make up saat pertempuran itu seharusnya ada efek kotoran debu & goresan luka yg tipis-tipis saat lawan ularnya. 🙏🏻 Semoga bisa Progres buat kebanggaan bangsa ini hingga dikenal dunia. 🔥🔥🔥,,0
Salut. One of masterpiece Indonesia. Keren❤,,0
❤,,0
"keren,ada basilisk,god of war nya Indonesia,kerenn",,0
Merinding,,0
Nonton ini jadi mbrebes Mili. Serasa kembali ke antara era Atlantis dan Lemuria.,,0
"Mesat ngapung luhur jauh di awang awang
Manuk Garuda ngandung siloka Sinatrya, keur sakumna bangsa di Nagara Indonesia
Dirgahayu Indonesia ka 79.
Mugia indonesia rahayu jembar kawilujengan.
Gemah Ripah Loh Jinawi Répéh Rapih.",,0
"Nengok videonya udh kayak short movie,ada rasa haru,bangga jg,anak2 Indonesia itu mmg kreatif2,semoga kedepannya Indonesia bisa semakin maju dan aku yakin suatu hari nanti Indonesia juga bisa menjadi negara superpower aamiin",,0
"Hasil karya yg luar biasa..saya bersyukur telah lahir di bumi ibu pertiwi ini, terikasih semua tim yg tergabung dlm pembuatan video ini, sangat2 keren..",,0
"Karyanya selalu keren kak Alffy rev 

Merinding kalo ttg Garuda & pahlawannya indonesia .. 

Coba ada film fantasi indonesia , dg membawa suku & budaya seluruh penjuru  ,, 
Ga kebayang banyaknya & kerennya nusantara ku",,0
"Saat garuda terbang kayak nonton avatar, kereen",,0
MAHAL,,0
Terbaik 🎉🎉🎉🎉,,0
"Benee bener... Sepanjang liat vidio nya, merinding buset....... ❤❤❤❤❤❤ Gila sih keren.",,0
Gokilll❤❤❤,,0
Wah..,,0
"Jadi, apa yang bisa kamu berikan untuk Indonesia?",,0
Wah Gilaaa.,,0
"masya allah kerennnnn,gilaaa, luar biasaa , merindinggg 😭😭😭😭🔥🔥🔥🔥",,0
🔥🔥🔥,,0
Jos 🎉 DIRGAHAYU REPUBLIK INDONESIA,,1
Merinding asli ni karya 🎉🎉🎉🎉🎉,,0
KEREN BANGET BANGGA JADI INDONESIA❤,,0
Karya yg luwar biasa membanggakan bangsa indonesia di mata dunia ❤❤❤,,1
❤❤❤❤❤❤,,0
Keren,,0
Dari awal sampai akhir video benar2 gag bisa mengedipkan mata saking keren nya 🎉🎉,,0
"Garuda melambangkan hukum di negara ini yang seharusnya menjaga dan membawa kedamaian abadi di negara ini. tapi sekarang Garuda lagi di kerangkeng, lagi di kurung. waktunya bagi kalian para pemuda untuk membebaskannya dari jerat kurungannya. bebaskan sang garuda",,0
Kecee bangggg,,0
"Terimakasih untuk tim yg sudah membuat video ini, inii kerenn ❤❤❤",,0
"Video nya mengalahkan 
Video di TV-TV Indonesia 
Keren Karya mu 
Ini baru Karya seperti Video di Eropa",,0
Bismillah trending 1,,0
Dirgahayu Republik Indonesia 79 ..Kerren ❤,,1
"keren banget karyanya, semoga makin maju terus",,0
"Budaya adalah Jati Diri, Rahayu Nusantara!🙏",,0
"Saya bangga jadi org Indonesia semoga bumi Pertiwi yg kucintai tetap terjaga jgn sampe terpecah belah karena siapa lagi klo bukan kita yg menjaganya
Dirgahayu Indonesiaku semoga kau tetap abadi",,0
Terharu saya menonton vidio ini 😢,,0
Bagus sie tp koq gk ada budaya dayaknya y..,,0
Mantap ❤,,0
kemana sang garuda pergi ketika semua orang membutuhkannya ? negara ini butuh Guardiannya,,0
Keren karya anak bangsa kita hrs bangga,,0
Tongkatnya Bagus,,0
kereeen abizzz,,0
Apakah itu yg mereka sebut dengan Garuda? Proud🇮🇩,,0
Buset seren banget:-),,0
Terimakasih,,0
Ada God of war nya🎉 gokil bang,,0
The Guardian of Nusantara ... Keren Bener,,0
"Sugeng Ambar Warsa NKRI 79 Sehat sehat... Semoga UUD 1945 dan Pancasila benar benar dengan benar di ejawantahkan... Menuju Keadilan dan Kesejahteraan bersama. Indonesia Kaya, SDA melimpah  !! Merdeka !!!",,0
"Gag berhenti nangis,sumpah bangga banget,i'm proud to be indonesian....indonesia tetaplah menjadi negara yg kuat",,0
Super keren..,,0
Saatnya Nusantara mendunia. ❤❤❤❤,,0
"Mengharukan, sebagai generasi pewaris Nusantara, kami bangga",,0
Mahal bgt ini❤ Jaya Indonesiaku!! 🇮🇩,,0
Ga pernah ga keren😻,,0
"Burung putih bulet itu apakah binatang endemik indonesia? Knapa selalu muncul sejak video pertama, jd penasaran",,0
Kerassssss jelasss lngkp tmbh once  bangunlh wahai negeriku tercinta,,0
"Wahhhh mantapp banget kaya nya , 🎉kereen",,0
"Satu kata gilaaaaaa.
Keren banget. Sepanjang nonton bener"" woow bangga banget",,0
Iya itu burung jalak bali,,0
"gua bingung pesan dari video nya gimana, makna videonya ga nyampe ke gua, tapi gua bangga sama karya asli dari Indonesia, Dirgahayu Republik Indonesia",,1
"release bertepatan dengan moment banyaknya oknum oknum yg mau membelokkan sejarah bangsa. oknum oknum yg sok agamis, tapi mendiskreditkan perjuangan para pendahulu. indonesia dimiliki tidak hanya 1 golongan tapi banyakkkkkk",,0
MERDEKA INDONESIA TERCINTA,,0
Karya spektakuler anak bangsa yang cinta Tanah Air dan sejarah budaya kebangkitan Tanah NUSANTARA YANG DI KENAL SEKARANG INDONESIA,,0
Game of thrones of nusantaraa🤩🤩🤩🙌🏻🙌🏻🙌🏻😎😎,,0
"Dengan video ini Tolong Anyar suku Dan budaya Kita smua ini saudara. Jd jgn terpecah, Perang, karna negara Kita Sangat Mudah Di Adu domba. 
Karna negara lain tau titik lemah negara Kita ini mudah Di Adu domba,, Kalo secara fisik negara Kita Di atas rata2 bhkan America pun mengakuinya.",,0
Suaranya once emang mistikal bgt ❤❤❤,,0
❤❤❤,,0
5:11,,0
"Saya penonton yang ke 1.998.183 di hari kedua,dan saya katakan ini keren ❤️",,0
Gendeng. Ini namanya REALISTIC DRAMA MUSICAL.,,0
Merinding bngt gokssssssss❤❤❤❤,,0
❤,,0
mantap annak mudaaaa,,0
merindinggggggggggg,,0
❤❤❤,,0
BANGUNLAH GARUDA KU ☕,,0
Good job merinding 7.26❤❤❤,,0
Keren bangat ya Allah😢❤❤,,0
Tidak pernah gagal dengan karya nyaa ❤,,0
"Visual yg epik
Perpaduan musik dan sejarah masuk semua
Sangat memanjakan mata
Dan mengandung pesan
Menyadarkan kita sebagai rakyat indonesia 
Bersatu dan berjuang",,0
Yg gw maksud gini klau mau buat flem superhero yg Gatot kaca kamrin minmal kaya bukan d bhs baju kostum sampai miliaran.tapi kualitas video nya ampas,,0
Ini kalau di jadiin film keren banget sih 🔥🔥🔥,,0
kerennn,,0
Karya alffy EMG gak pernah gagal keren semua,,0
Good off war pas lawan ular,,0
Parah parah parah keren banget,,0
"sumpah, speechless, selalu memberikan karya yang terbaik, proud of u guys!!!!!!",,0
Merinding gue pas once nyanyi wawww banget❤❤,,0
"Keren banget, merinding nontonnya",,0
Keren😮,,0
Sekali lagi dibikin kagum sama karya bangsa .... ❤❤❤❤,,0
bang alffy keren bgt,,0
Karya yang sangat Luar Biasa. Terima kasih Alvi Reff dan Team Selalu Menciptakan Karya yang sangat Berarti Bagi Bangsa Kita Tercinta Indonesia❤❤❤,,1
merindinnnngggggg ❤️❤️❤️❤️❤️,,0
Aku bangga jadi anak Nusantara ❤️❤️❤️❤️,,0
"Karya yang selalu dinantikan setiap hari kemerdekaan✨ 

Selalu dibuat merinding",,0
"Karya yang selalu di tunggu tiap tahunnya ❤

Karya yang selalu keren..
Sukses selalu ❤❤",,0
Mind blowing 😮😮😮😮❤❤❤ bagus bgt ❤❤❤❤,,0
Gila sih dari dulu karya bang Alfi pasti bikin merinding,,0
Asli Iniii sihh keren bangettt,,0
Keren ❤❤❤❤ semoga tanah air ku maju❤❤❤,,0
"Cuman bisa bilang kereen,,, bangga banget",,0
"dan baju yg di pakek once salah satu pakaian adat lampung, Tapis. keren banget... komposisi musik, video clip, lokasi, pakaian, properti , pokok nya keren banget.. sukses selalu kak",,0
"Terima kasih, selalu memberikan Alur cerita yang begitu Dahsyat untuk Intopreksi diri 😢, Di Tanah INDOENSIA #❤",,0
Aku nonton pukul 05:46,,0
DAMN SO CARZY TEAMMMMMM!!!!,,0
Merinding 🥺,,0
MasayaAllah...karya yk sangat luar biasa,,1
Kerenn banget karya nya,,0
Membaraaaaa,,0
"mantap jooos,,ditunggu karya selanjutnya",,0
Merinding dari awal hingga terakhir,,0
Setiap 17 Agustus yg kutunggu cenel ini,,0
DIRGAHAYU INDONESIA  YG KE 79 TH. JAYALAH NEGERIKU. JAYALAH BANGSAKU ❤❤❤❤❤❤🇲🇨🇲🇨🇲🇨🇲🇨,,1
"Lewat Video ini Alfy Rev dan kawan² menyampaikan pesan mereka memperkenalkan lambang Negara, dan alasan mengapa Garuda menjadi lambang negara kita. Dibuktikan dengan Video Belanda di tahun 1952 sebagai saksi Mata serta tanda kalau semesta bersama Bumi Nusantara merestui kemerdekaan Indonesia ini. Tetaplah menjaga kerukunan sesama Etnis, Suku Bangsa yang sangat banyak di Indonesia ini yang membuat Negara Luar sekalipun terkagum karena dapat menyatukan banyak bahasa Daerah dalam satu Negara... Jangan mau dipecah belah dan terkalahkan, junjung selalu nilai toleransi yang sejak dahulu di Ajarkan nenek moyang kita. Hormati pilihan kepercayaan oranglain, tanpa mencelanya agar bangsa kita tetap utuh sampai kita berpulang suatu hari nanti. Congrats Bang Alfy, dan kawan kawan. Terimakasih pesan pesan yang tersampaikan dalam video ini.",,0
Saya cinta Indonesia tapi tidak dg para pejabat negeri ini,,0
Wau keren bangattttt😊,,0
"Great!  Always ❤🇲🇨🇲🇨❤


Pagelaran kolosal yang sangat hebat.  Salut Alffy",,0
MasyaAllah keren 😍,,0
"Arek mojokerto, khususnya trawas bangga sekali mas 🔥🔥🔥🔥🔥",,0
Keren bangeeettt,,0
Bjirr kerennya Kya film 🥺,,0
Gilaaaa.. merinding nangis nonton ini. Betapa agungnya sang Garuda dan Nusantara. Semoga ini menjadi pengingat bagi kita semua untuk selalu menjaga keindahan Nusantara kita.,,0
Free Palestina ❤❤,,0
"KARYA YG  LUAR  BIASA

AMAZING",,1
MasyaAllah❤️❤️❤️,,0
msh blm bisa mengalahkan indonesia wonderland 1 menurutku,,0
"Dari bagian nusantara paling timur, kami bangga akan karya yang luar biasa ini. Meneteskan air mata saya tdk akanlah ckp, menjadi individu terbaik negeri ini itulah yg diperlukan. Bangkit negeriku Indonesiaku Nusantaraku. Dr sabang sampai merauke, kalian terbaik bersatulah menjadi individu terbaik",,0
Terharu,,0
Bisa jadi hero ml ini lama2 😁,,0
Akhirnya once dpt panggung,,0
Kok bisa merinding dan terharu sampe netes air mata. Nasionalisme bener² tersirami. Semoga tumbuh subur di dalam diri.,,0
pak Once🩵,,0
"Wow, amazing🎉",,0
"Keren Abis karya kamu dan Istri, sukses selalu Untuk AlfyRev.terima kasih sudah membangkitkan jiwa nasionalisme dan sejarah bangsa ini melalui karya-karya kamu.",,0
"Sampe Merinding nontonnya,. 
Bener2 penuh haru dan bener2 membanggakan . 
Jayalah Indonesiaku ❤❤",,0
"merinding dari awal sampe akhir ,sampi tak terasa air mata menetes haru dan bangga , sebuah karya yang sangat luar biasa . MERDEKA.........!!!!!",,0
Nangiis ini terlaluuu kuerennn buangett,,0
So impressive... Kagum tengok karya yg dihasilkan... Kalau tak keberatan buat lh filem berkenaan nusantara pulak... Editing very advance.. suka dgn lagu dan editing.. Salam Serumpun dari Malaysia.. Dirgahayu Indonesia ke-79🎉,,0
Terbaik 🔥🔥🔥,,0
"Kalian Gak Pengen kah Bikin Film Action gt, Pasti Bagus Bgt kl Alfy Yg jd Directornya.",,0
Terimakasih,,0
kerenn bangettt 😭😭😭,,0
"Vidio klip kualitas film, merinding liatnya 😢",,0
"MasyaAllah terbaik, dan sukses bikin bangga sampai meneteskan air mata.",,0
"Merinding , nangis dan bangga",,0
"Kak alffy salah satu orang hebat di indonesia dalam berkarya, DIRGAHAYU INDONESIAKU 🇮🇩❤",,1
"Keren bgt, merinding nontonnya ga terasa keluar air mata ini",,0
Kereennn... Berharap tahun depan lebih banyak video keindahan pesona Indonesia yg d tampilkan d video... Semangat teruss bang... Kenal kan Indonesia di mata dunia 🎉🎉❤,,0
Kok nangis liatnya😢😢😢,,0
Speechless dengan karya anak Bangsa satu ini,,0
"kalo karya udah gaharus ditanya lagi,respect bgt gaada orang dibalik layar yang kelewat ❤",,0
Nonton klipnya denger musiknya bikin merinding dan terharu sampai mengeluarkan air mata... Sukses dan sehat selalu semua... 🙏😇,,0
Luar biasa..,,1
Kaum mabok agama pemecah umat beragama dan pemecah bangsa menangis melihat ini 😂🫵,,0
Ini baru karya sangat membanggakan bangsa indonesia Dimata dunia di nusantara #theguardianofnusantara,,0
Karya yg luar biasa❤🙏🏻,,1
Semoga generasi muda semakin bangkit jiwa nasionalismenya stelah melihat video ini 🇮🇩🇮🇩🇮🇩🔥🔥 Menyalaaa Merdekaaaa,,0
Once dan Novia adalah kekayaan Nusantara dengan suara yang merdu,,0
Dirgahayu Indonesiaku ke 79 Merdeka,,1
"Ni anak dri dlu konsisten n nasionalis, krya nya bhkan smakin kren ..tp syg bgd minim apresiasi, kalangan gen Z pun ga ngeh.. semoga lbih d prhatikan lg atau d ksi pnghargaan sm pmerintah, smangat bro 🇮🇩💪",,0
Supeerrr kereenn...,,0
"Karya yg apik, bikin merinding dengerin lantunan musik dan melihat dramanya, Masya allah sukses selalu bang",,0
"Ikutan komen ah
Karya yang selalu ditunggu saat 17 agustus jam 19.45

Ketika kemunculan novia b langsung merinding aku, dapat banget
Sama sujiwo tejo pas banget perannya

God job kalian semua, hanya bisa bantu doa ❤",,0
Vibes india,,0
Merinding .. ada yang sama gk,,0
BARU INTRONYA UDAH MERINDING,,0
epic,,0
"Merinding terus, nangis gua liatnya 😭🇮🇩",,0
Imagine if Ir. Soekarno watch this 🥹,,0
terharu sumpah 🔥,,0
Pokonya karya bang alffy keren tanpa batas❤,,0
"0:19 Baju Adat Tradisional Bali Dengan Ciri Khas Kepala Pria Memakai Ikat Kepala Yang Disertai Bunga Emas & Bunga Kamboja. Tubuhnya Dililiti Kain Songket Saput Pada Batas Dada Hingga Dibawah Lutut & Sebilah Keris Yang Diselipkan.

0:31 Museum Ukir Sasono Adhi Praceko Yang Terletak Di Jalan Kartini Jepara

0:48 Representasi Tongkat Komando Milik Ir. Soekarno Yang Memiliki Ukiran Keoala Garuda Di Bagian Atas & Dihiasi Dengan Benang Emas

1:12 Candi Sukuh Terletak Di Wilayah Desa Berjo, Kec. Ngargoyoso, Kab. Karanganyar, Jawa Tengah

1:29 Lambang Surya Majapahit

1:32 Garudeya Sosok Makhluk Mitologi Ini Kerap Digambarkan Memiliki Kepala, Sayap, Ekor, Bermoncong Burung Garuda, Namun Dengan Tubuh, Tangan & Kaki Seperti Manusia

1:35 Karang Singa Bersayap

2:05 Candi Padas Gunung Kawi

2:26 Patung Shogun Jepang Menggambarkan Datangnya Pasukan Jepang

2:33 Salah Satu Relief Yang Berada Di Candi Sukuh

3:02 Rumah Adat Tongkonan Toraja, Rumah Betang Ensaid Panjang & Pura Ulun Danu

3:13 2 Pintu / Gapura Candi Hindu Wali Pusaka Patung Garudeya Candi Sukuh, 2 Patung Arca Dwarapala, Background Patung Garuda Wisnu Kencana

3:22 Pusaka Cokro Sudarsono

3:25 Pusaka Trisula Majapahit

3:28 Pusaka Keris

3:36 Makhluk Mitologi Ular Taksaka

3:42 Candi Bentar

4:52 Ada 4 Burung Endemik Yaitu Burung Jalak Bali

5:02 Taman Dedari Dengan Beberapa Fauna Yaitu Gajah Sumatera, Kuda Nil, Kuda Zebra, Rusa Bawean & Burung Jalak Bali

5:21 Burung Garuda

5:46 Background Candi Bentar & Pura Ulun Danu

6:13 Pakaian Adat Jawa (Pria)

6:27 Pakaian Adat Papua (Pria)

6:28 Pakaian Adat Padang (Pria)

6:32 Pakaian Adat Kalimantan (Pria)

6:37 Pakaian Adat Bali

6:38 Pakaian Adat Papua (Wanita)

6:41 Pakaian Adat Minangkabau (Wanita)

7:05 Pakaian Adat Dayak (Wanita)


Kalau ada kesalahan atau kurang lengkap bisa dikoreksi ya
Sama-sama saling belajarnya",,0
"Detik 09:12 gunung Lawu adalah tempat eyang Lawu ( jaya Menggala) sosok ghaib yg dikalahkan serta diislamkan oleh sunan gunung jati ..eyang Lawu berwujud GARUDA HITAM...salam persatuan Bhinneka tunggal Ika ,  MERDEKA 🇮🇩",,0
❤supercool,,0
Kerennnnn 🎉🎉🎉 bangga Indonesia,,0
indosi*ar kalah ma CGI nya..,,0
"Bangga Lahir,hidup dan mendengarkan karya anak bangsa yang luar biasa, Alfy rev  and team big thanks for all, bangga dg karya²nya..",,0
Lebih totalitas jika menggunakan bahasa indonesia dan terjemahnya ke bahsa inggris bukan sebaliknya,,0
Vibes Indonesia Majapahit lah,,0
Nangis malah,,0
Mantappp nih,,0
Makasih atas ilmunya kak,,0
"😂😂😂😂
Di islamkan

Indonesia boleh di islamkan
Tapu cuma 500 th Akan diambil balik

Ağama boleh Islam
Tapi Jawa Dan raga bangsa ini 
Masih Hindu nenek moyang kalian
🎉🎉🎉🎉",,0
"Sesat,kami orang orang pewaris majapahit yang luput dari genosida kalian yang masih kafir dimata kalian sampai detik ini mengutuk orang2 sepertimu sampai keanak cucumu karena bikin hoax sejarah,faktanya candi gunung lawu adalah untuk ruwat pulau jawa",,0
Itu hanya cerita dari pihak agama Islam 🤣🤣🤣,,0
islam agama import baru2 ini,,0
"Indonesia adalah tanah konflik meski video ini bagus tapi sayangnya hinduism yg diangkat dgn menghilangkan fakta sejarahnya, bukti islam datang melenyapkan kegelapan adalah faktanya Indonesia berpenduduk mayoritas muslim dari awalnya penganut animisme dinamisme yg sarat mitologi dan hindu tersingkir ke timur yg sebelumnya menguasai dan sisanya disergap eropa dibagian timur sbg kristenisasi. Meski Indonesia beragam namun semuanya bersumber dari luar baik hindu, Budha maupun islam. Yg menciptakan keberagaman, jgn disebabkan kebencian pada satu agama bersikap menutupi dan menghilangkan fakta dan sejarah dan berkomentar bahwa satu agama luar padahal semuanya memang berasal dari luar jadi Indonesia bukan tanah para dewa tapi tanah salah satu awal peradaban selain Arab, China dan Eropa yg awalnya animisme dinamisme sehingga memicu sengketa 3 agama besar.",,0
"Sok tau, nama asliya gunung itu aja ga tau kamu kan?",,0
 @bintanghitam4981  tolong diceritakan menurut agama kalian,,0
" @Lahutfie  mohon dibenarkan nama gunungnya , karena anda lebih tahu",,0
"Puja puji untuk bangkitnya Bangsa Nusantara ksatria Garuda.
Mugi Alloh ridhoi.

insyaaAlloh Indonesia kelak memimpin dunia...aamin

noted:
catatan kritis. 
diantara semua  pemain film ini, mengapa tidak menampilkan songkok hitam sebagai perlambang kakbah, songkok nasional Indonesia, sebagai pelanjut Ksatriya Garuda. 
Juga tidak menampikan simbol Jilbab (hanya sekilas itupun melalui penari Aceh), sebagai identitas khazanah luhur para leluhur. 

Mulai dari baju tanpa penutup dada - kemben - kebaya - kerudung - hingga jilbab.

selebihnya apresiasi tertinggi dan mendalam untuk karya yg luar biasa !!!",,0
Kerennnnn gilaaa❤,,0
"Keren bangt bang , setuju bngt sih kalo semisal ada filmnya di bioskop kita",,0
Bangga dengan Indonesia tapi benci sekali dengan budaya korupsi nya,,0
Power,,0
Teman teman apapun ras dan agamanya KITA BERSAUDARA kan?😇🫱🏻‍🫲🏽,,0
ga pernah gagal bikin haru dan merindinggg,,0
"jujur dari saya penggemar dan pengagum karya Alffy Rev, ini seperti sayur tanpa garam, ntah apa yang kurang tapi saya paham proses dibalik ini sangat sangat luar biasa fantastis dan pasti sangat memakan banyak biaya, tenaga, dan waktu. Tapi seperti kehilangan nyawa dari karya sebelumnya, dari segi moment of surprise, terlalu banyak CGI (yang pasti kualitasnya sangat tinggi dan tidak diragukan lagi), tapi menurut saya pribadi masih lebih ""Indah"" W.I-2 dan W.I-1, tapi kalo ini bukan indah, melaikan MENAKJUBKAN!!",,0
Dahsyat bang,,0
"Jujur masi blm bisa move on ama wonderland Indonesia, karna banyak bgt kenangan di dalamnya makanya masi gamon🥲",,0
Kok keren ya gak kaya sinetron ind*s*ar,,0
"Yo bisa menjadikan indonesia terpukau dikancah dunia...sejarah dan keabadian bukti nyata bangsa seNusantara terdokumentasi melalui alffy dan team thx. 
DIRGAHAYU REPUBLIK INDONESIA KE~79 🇮🇩❤ 🇮🇩❤💪💪",,1
"APRESIASI BESARRRRR, pesan, cinematoghraphy, alur kisah, semuanya pokoknya gokil",,0
"Tunjukkan dengan karya hebat anak"" negeri. Jangan terpecah belah karena agama dan politik. Sambut Indonesia yg Adil dan Makmur.
Semoga makin banyak karya"" yang menyatukan bangsa. 👍",,0
Keren parah👊,,0
Harus tranding sih,,0
Nonton ginian harus resolusi paling bagus😁,,0
"Bangga ada tapis Lampung nya
Tabik pun 🙏",,0
Film Indosiar juga kalah ini mah,,0
ini filem apa yah.  keren,,0
"Tenang bang, masih ada lanjutan untuk Wonderland Indonesia chapter 3, ini termasuk cerita yg mengantar  WI 3 ✨ karena WI 3 rencananya akan dibuat film layar lebar, yg membutuhkan riset mendalam dalam penggarapannya",,0
" @lulunrjntnov  Pastii! saya juga yakin bang, soalnya Alffy setiap videonya terlalu mematok standard yang tinggi banget haha salah satunya ya ini..",,0
Menit keberapa gak ngeh aku jg Lampung taunya ada gajah doang😅,,0
"I thought it were a movie trailer or something, you guys sure did such an amazing job on this one 🎉",,0
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,,0
"Terharu, rasa bangga dan takjub dengan segala sejarah dan perjalanan panjang Bangsa Indonesia terwakilkan melalui karya ini. Tetap berkarya Allfyrev dan tim!",,0
Up terus putra mojokerto,,0
Gilaaaakkk keren banget,,0
"Bahkan penggambaran alfy yg dulu jadi pelawan kekuasaan dan ketamakan harapan bangsa malah menjadi villain disini,anjirrr relasi banget sama pemimpin kita skrng,hebat kereeen karya nyaa😭❤️❤️❤️❤️",,0
Dlm video klip ini menceritakan kesatria Nusantara / Negeri Garuda  bertarung melawan Naga...Seperti itulah cerminan NKRI saat ini yg sedang berjuang melawan 9 Naga atau taipan yg berusaha terus mencengkeram NKRI dengan Dalih Bisnis nya..Hanya ada satu kata LAWAN..Dan Semoga NKRI Terus Harmoni,,0
Ikn,,0
Karya Yang sangat Membuat saya Bangga Menjadi Bagian Nusantara....keren bang,,0
BANGGA ADA KARYA SEPERTI INI,,0
"Bang makasi udah bikin, rasa cinta tanah airku sslalu bangkit!. Begini cara yg baik untuk selalu ingat negeri sendiri",,0
Nusantara🇮🇩🇮🇩🇮🇩🥲,,0
"merinding sebadan badan, ini sangat luar biasaaa!! sangat membanggakan Indonesia!!👑👑",,0
keren bangeettt! :eyes-purple-crying:,,0
TERIMAKASI UNTUK LELAH KALIAN DEMI KARYA YG INDAH ❤,,0
Salut sama creator biasa membuat vidio sebagus ini,,0
Karya yang mendunia,,0
Jatidiri bangsa Indonesia,,0
